CASEID,jsr_02,jsr_07,jsr_08,jsr_09,jsr_10,wdr_02,wdr_06,wdr_07,wdr_09,wdr_10,sfc_01,sfc_07,sfc_08,tmg_01,tmg_03
435,6,6,6,2,2,6,6,96,6,6,6,96,96,4,2
436,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
437,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
438,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
439,2,5,5,2,2,2,2,2,1,1,2,5,4,3,2
440,1,2,2,2,2,6,3,3,2,2,3,4,4,4,2
441,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
442,2,1,2,2,2,3,2,4,3,2,3,2,1,3,2
443,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
444,2,1,1,2,2,3,4,3,2,2,3,4,4,4,2
445,2,2,3,3,2,2,2,3,3,3,2,3,4,3,4
446,6,6,6,1,1,6,6,96,6,6,6,96,96,5,2
447,1,2,2,1,1,2,3,1,3,2,2,5,4,4,3
448,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
449,2,2,2,2,2,1,1,1,1,1,1,5,5,4,1
450,1,1,3,1,1,6,4,4,2,2,2,4,4,4,1
451,2,3,3,2,1,2,2,2,1,1,1,5,4,4,2
452,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
453,6,6,6,6,6,6,6,96,6,6,6,96,96,5,5
454,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
455,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
456,2,3,2,3,1,3,2,2,2,1,2,4,5,1,3
457,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
458,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
459,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
460,2,2,2,2,1,1,1,3,2,2,2,4,4,4,2
461,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
462,2,2,2,2,2,2,2,2,2,2,3,5,5,3,3
463,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
464,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
465,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
466,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
467,6,6,6,2,2,6,6,96,6,6,6,96,96,5,2
468,6,6,6,2,2,6,6,96,6,6,6,96,96,3,2
469,2,1,1,2,1,1,2,2,4,2,1,4,4,2,3
470,5,2,2,2,3,2,2,2,4,1,2,4,4,3,3
471,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
472,2,2,2,2,1,2,3,3,4,1,2,4,3,3,2
473,6,6,6,3,1,6,6,96,6,6,6,96,96,5,1
474,2,4,3,2,1,3,2,3,3,3,4,4,4,3,3
475,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
476,1,1,1,2,1,3,3,2,4,4,2,4,4,3,2
477,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
478,2,1,2,1,1,1,1,1,2,5,1,5,5,3,2
479,1,1,1,1,1,1,1,6,1,2,1,5,5,7,1
480,2,3,4,2,3,3,3,3,4,3,2,5,4,2,4
481,2,2,2,1,1,2,4,4,2,2,1,4,4,4,2
482,2,1,2,2,1,2,2,2,2,1,3,4,4,3,2
483,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
484,2,1,5,3,1,1,1,4,5,1,3,4,1,3,2
485,2,1,1,2,2,1,1,3,2,2,3,3,5,5,4
486,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
487,6,6,6,2,2,6,6,96,6,6,6,96,96,2,4
488,2,1,1,2,3,2,1,2,1,1,2,5,4,4,2
489,2,1,2,3,1,2,2,3,2,5,2,5,4,4,2
490,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
491,2,1,1,2,2,1,1,2,2,2,2,4,4,4,1
492,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
493,6,6,6,2,1,6,6,96,6,6,6,96,96,4,2
494,2,2,1,2,1,6,3,3,2,2,2,4,4,3,2
495,1,1,2,2,2,3,2,2,2,2,3,5,4,4,1
496,2,2,2,2,1,6,3,2,3,2,2,5,5,5,1
497,2,2,2,2,2,1,1,3,2,2,3,5,5,4,1
498,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
499,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
500,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
501,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
502,1,1,4,2,2,1,2,1,3,1,2,5,4,3,3
503,1,1,1,1,1,1,1,1,4,1,1,5,5,2,2
504,4,4,3,5,3,6,6,5,5,5,3,3,5,5,2
505,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
506,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
507,2,1,2,3,2,1,1,1,2,2,2,4,5,3,2
508,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
509,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
510,2,2,2,1,1,2,1,1,2,3,1,5,5,2,2
511,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
512,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
513,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
514,6,6,6,3,3,6,6,96,6,6,6,96,96,1,3
515,1,2,2,2,1,2,2,2,2,2,2,4,5,4,2
516,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
517,1,2,3,2,2,2,1,4,4,2,2,5,4,5,1
518,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
519,6,6,6,2,2,6,6,96,6,6,6,96,96,4,3
520,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
521,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
522,1,1,3,1,1,2,2,3,4,2,1,2,3,4,2
523,6,6,6,3,3,6,6,96,6,6,6,96,96,2,3
524,1,1,1,2,2,1,2,2,1,1,3,4,4,3,2
525,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
526,4,4,3,3,2,3,2,2,4,2,2,3,3,3,3
527,6,6,6,6,6,6,6,96,6,6,6,96,96,3,1
528,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
529,1,1,1,2,2,2,1,1,2,1,3,4,5,5,2
530,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
531,3,4,4,3,1,6,6,5,2,4,1,4,2,2,5
532,6,6,6,1,1,6,6,96,6,6,6,96,96,4,2
533,1,1,1,1,1,2,2,1,3,1,3,5,5,5,1
534,1,1,1,1,1,1,1,1,1,1,4,5,5,4,2
535,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
536,9,9,9,9,9,6,9,99,9,9,9,99,99,5,2
537,6,6,6,6,6,6,6,96,6,6,6,96,96,3,1
538,6,6,6,1,1,6,6,96,6,6,6,96,96,5,2
539,2,1,1,2,1,2,2,2,1,2,1,3,5,3,2
540,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
541,2,3,4,2,2,2,1,1,3,1,3,5,4,3,2
542,2,2,2,2,1,2,3,3,2,2,3,3,6,4,2
543,1,1,1,1,1,1,1,1,1,1,4,5,5,5,1
544,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
545,9,9,9,9,9,6,9,99,9,9,9,99,99,5,3
546,1,1,2,2,2,1,1,1,2,2,1,4,4,4,1
547,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
548,6,6,6,6,6,6,6,96,6,6,6,96,96,3,1
549,6,6,6,2,3,6,6,96,6,6,6,96,96,4,1
550,6,6,6,6,6,6,6,96,6,6,6,96,96,2,4
551,6,6,6,6,6,6,6,96,6,6,6,96,96,3,4
552,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
553,3,5,2,3,5,2,2,1,2,1,1,2,4,2,5
554,2,2,2,1,1,2,1,4,2,2,3,3,5,5,2
555,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
556,1,1,1,1,1,6,5,4,1,1,1,4,5,5,1
557,6,6,6,6,6,6,6,96,6,6,6,96,96,3,7
558,2,3,3,3,1,1,1,1,7,2,3,5,3,3,4
559,2,1,2,2,1,2,2,1,2,2,2,5,5,1,4
560,2,2,2,3,3,2,1,2,2,2,2,5,4,3,2
561,1,2,2,2,1,2,2,2,2,2,2,5,4,3,2
562,6,6,6,1,1,6,6,96,6,6,6,96,96,1,2
563,2,2,1,1,2,1,1,1,1,2,2,5,5,3,4
564,1,1,1,1,1,1,2,2,4,3,1,4,4,2,2
565,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
566,2,1,1,2,1,2,2,1,2,1,3,5,4,4,2
567,6,6,6,2,2,6,6,96,6,6,6,96,96,4,2
568,1,2,2,2,2,6,3,2,2,2,2,4,5,4,1
569,1,1,1,1,1,6,2,6,1,1,3,6,5,5,1
570,6,6,6,1,1,6,6,96,6,6,6,96,96,3,3
571,6,6,6,2,3,6,6,96,6,6,6,96,96,2,3
572,1,1,1,1,1,2,1,2,1,1,2,4,3,3,2
573,2,2,3,1,1,2,2,4,4,1,2,5,5,4,2
574,1,1,1,1,1,2,2,2,2,2,3,5,4,4,2
575,3,3,4,4,1,4,3,3,2,5,1,2,5,2,4
576,2,2,2,2,1,2,2,4,2,4,2,3,4,4,2
577,2,2,2,2,2,1,2,1,5,2,1,4,4,3,2
578,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
579,6,6,6,6,6,6,6,96,6,6,6,96,96,5,4
580,2,3,3,3,2,2,2,1,4,2,4,3,3,3,3
581,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
582,1,1,1,1,1,1,1,1,4,1,1,5,5,5,1
583,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
584,2,1,1,2,2,1,2,2,2,2,2,5,4,3,2
585,2,2,2,1,1,1,1,1,2,2,1,4,3,4,2
586,6,6,6,2,1,6,6,96,6,6,6,96,96,4,2
587,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
588,2,2,2,4,1,1,1,3,3,2,1,5,5,4,2
589,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
590,3,4,4,3,1,6,6,4,3,3,4,3,6,3,4
591,2,3,2,2,2,2,2,2,3,3,2,4,4,2,3
592,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
593,2,2,2,2,2,1,1,1,1,1,1,5,5,3,1
594,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
595,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
596,6,6,6,2,2,6,6,96,6,6,6,96,96,3,3
597,2,2,2,3,3,6,2,2,2,2,3,3,4,4,1
598,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
599,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
600,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
601,6,6,6,6,6,6,6,96,6,6,6,96,96,4,3
602,6,6,6,1,1,6,6,96,6,6,6,96,96,7,7
603,6,6,6,6,6,6,6,96,6,6,6,96,96,5,1
604,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
605,1,1,2,2,1,2,2,4,4,2,2,2,4,2,3
606,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
607,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
608,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
609,1,1,1,3,3,6,3,3,3,4,1,2,2,5,1
610,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
611,2,2,1,1,1,1,1,1,2,1,1,5,4,2,2
612,1,1,2,2,1,2,6,4,5,5,4,4,6,3,4
613,2,2,3,3,2,1,1,1,1,1,2,4,4,5,1
614,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
615,1,3,2,3,1,6,3,3,2,2,4,4,4,2,2
616,2,1,2,1,1,1,1,1,2,2,2,5,5,5,2
617,6,6,6,3,1,6,6,96,6,6,6,96,96,3,2
618,2,1,4,1,2,4,5,3,1,2,3,3,3,4,2
619,2,2,2,1,1,2,3,1,2,1,4,5,5,3,2
620,1,2,1,2,1,1,6,1,1,2,3,5,6,5,1
621,3,3,3,3,2,3,3,4,3,3,2,4,4,3,2
622,1,1,1,1,1,3,2,2,2,1,3,3,3,5,2
623,6,6,6,1,1,6,6,96,6,6,6,96,96,3,3
624,1,2,2,2,2,3,3,4,3,2,4,5,3,3,2
625,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
626,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
627,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
628,2,4,2,3,2,2,2,3,2,3,2,4,5,3,2
629,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
630,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
631,6,6,6,2,3,6,6,96,6,6,6,96,96,3,2
632,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
633,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
634,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
635,1,2,2,2,2,2,1,1,2,3,3,5,5,3,3
636,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
637,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
638,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
639,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
640,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
641,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
642,2,2,2,2,2,3,2,1,3,2,2,5,3,3,2
643,2,1,1,1,1,1,2,2,1,1,2,5,5,4,2
644,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
645,3,2,2,2,3,3,3,3,5,1,1,5,5,3,3
646,2,2,2,2,2,2,1,1,2,2,2,5,5,3,3
647,2,3,2,2,2,2,2,3,2,4,2,3,4,4,2
648,6,6,6,2,2,6,6,96,6,6,6,96,96,5,1
649,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
650,1,1,1,1,1,2,1,1,1,1,1,5,5,5,1
651,2,2,2,2,2,3,3,2,3,2,3,4,3,3,2
652,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2
653,4,3,3,3,3,6,3,4,3,5,3,3,3,2,4
654,6,6,6,1,1,6,6,96,6,6,6,96,96,3,4
655,2,1,3,2,1,2,2,3,2,2,3,4,3,3,2
656,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
657,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
658,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
659,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
660,6,6,6,1,1,6,6,96,6,6,6,96,96,3,2
661,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
662,6,6,6,2,2,6,6,96,6,6,6,96,96,3,3
663,6,6,6,2,1,6,6,96,6,6,6,96,96,2,3
664,6,6,6,6,6,6,6,96,6,6,6,96,96,1,4
665,2,2,2,1,1,1,3,1,2,3,1,5,5,3,1
666,2,2,2,2,1,2,2,2,2,2,1,5,5,2,4
667,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
668,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
669,2,2,2,3,2,2,2,2,4,2,2,4,5,3,2
670,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
671,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
672,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
673,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
674,2,1,1,2,1,2,2,2,4,1,2,4,4,3,3
675,6,6,6,1,1,6,6,96,6,6,6,96,96,1,4
676,2,1,1,2,2,6,2,3,2,1,3,4,4,4,2
677,2,3,3,3,3,2,3,3,3,2,3,5,5,3,2
678,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
679,4,4,2,3,2,1,1,1,2,2,1,5,5,2,2
680,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
681,2,2,2,2,2,6,1,1,2,2,3,5,5,2,2
682,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
683,6,6,6,1,1,6,6,96,6,6,6,96,96,4,2
684,3,1,1,1,1,2,4,2,3,3,4,3,6,4,2
685,6,6,6,6,6,6,6,96,6,6,6,96,96,5,3
686,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
687,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
688,2,3,2,2,3,6,2,2,2,2,3,5,5,5,2
689,1,1,2,2,2,2,2,3,1,1,2,5,5,5,1
690,1,1,2,1,1,2,1,2,1,1,3,5,5,3,1
691,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
692,3,3,4,2,1,2,2,4,3,1,2,5,5,2,2
693,1,1,1,3,1,1,2,3,3,2,3,4,4,2,2
694,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
695,2,3,3,3,2,2,3,4,4,4,2,3,4,3,3
696,2,2,2,1,2,2,3,2,3,1,2,4,4,3,2
697,2,3,3,2,2,2,2,3,3,2,2,5,5,2,3
698,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
699,1,2,2,2,1,1,1,1,3,1,4,5,5,4,2
700,1,2,2,2,1,4,2,2,2,2,2,5,5,3,2
701,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
702,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
703,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
704,1,1,1,1,1,2,2,1,3,1,1,5,3,3,1
705,2,2,3,2,1,3,3,4,4,5,3,3,3,4,3
706,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
707,2,1,2,2,1,3,4,3,3,2,2,5,4,3,4
708,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
709,1,7,2,3,2,7,5,3,2,2,3,3,5,5,2
710,2,1,1,1,1,2,1,2,1,2,3,5,4,5,1
711,2,2,3,2,1,2,2,2,2,2,4,4,5,3,2
712,2,3,4,2,2,3,4,5,5,2,2,2,3,2,4
713,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
714,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
715,2,2,3,3,3,1,1,2,4,2,2,5,5,4,2
716,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
717,3,3,3,3,2,3,2,3,3,3,3,4,3,2,4
718,2,2,2,3,2,6,4,3,2,3,4,3,3,3,2
719,1,2,3,2,2,2,3,3,4,1,1,5,5,3,2
720,2,2,3,2,1,2,2,4,4,2,2,3,3,2,3
721,2,2,3,3,1,2,3,2,3,2,1,5,5,4,2
722,1,1,2,2,1,2,2,2,1,1,1,4,4,4,2
723,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
724,2,1,3,3,1,2,2,3,1,1,2,5,3,3,2
725,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
726,1,2,1,3,1,3,3,4,3,2,3,5,5,3,3
727,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
728,3,2,3,3,2,2,2,1,2,2,2,4,3,2,4
729,1,1,1,2,1,1,1,2,1,2,1,5,5,4,1
730,2,2,2,2,1,2,2,2,2,1,3,4,4,3,2
731,2,2,4,2,2,2,2,3,3,3,2,4,3,3,3
732,9,9,9,9,9,6,9,99,9,9,9,99,99,1,4
733,1,1,1,2,2,2,1,6,2,1,2,6,5,2,5
734,4,3,4,3,3,3,3,3,4,3,3,3,3,3,4
735,6,6,6,6,6,6,6,96,6,6,6,96,96,4,3
736,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
737,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
738,4,3,3,3,2,6,3,2,1,1,3,5,2,1,4
739,2,3,2,2,1,1,4,1,3,3,2,5,5,2,4
740,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
741,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
742,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
743,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
744,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
745,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
746,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
747,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
748,1,1,1,1,1,1,2,2,1,1,1,5,5,2,2
749,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
750,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
751,2,4,4,3,1,2,1,2,2,2,1,5,4,2,4
752,2,2,3,3,3,2,2,3,2,2,3,4,4,3,3
753,3,3,4,4,4,1,1,3,2,4,1,4,4,2,4
754,6,6,6,6,6,6,6,96,6,6,6,96,96,4,4
755,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
756,2,1,2,2,1,1,2,1,1,7,7,97,97,4,2
757,2,2,1,2,1,1,1,1,3,1,1,5,5,4,2
758,1,1,1,1,1,6,1,3,1,1,1,4,4,1,2
759,2,1,2,2,1,2,2,2,1,2,2,3,4,5,1
760,2,1,2,3,2,2,2,2,2,2,2,5,4,4,2
761,1,1,1,2,1,1,1,1,2,2,3,5,5,3,2
762,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
763,3,3,4,3,3,6,3,5,2,4,3,4,4,4,2
764,6,6,6,6,6,6,6,96,6,6,6,96,96,4,1
765,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
766,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
767,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
768,2,2,2,2,2,2,2,6,2,2,3,3,3,4,2
769,2,2,1,1,1,1,1,1,1,1,3,5,5,5,2
770,6,6,6,2,2,6,6,96,6,6,6,96,96,5,1
771,2,2,2,2,1,2,1,1,1,2,2,5,4,3,2
772,3,2,2,2,4,2,3,2,4,4,4,4,3,2,4
773,2,3,2,2,3,3,3,3,4,2,1,5,4,4,3
774,2,3,3,3,3,2,2,3,4,3,2,4,4,3,3
775,2,2,2,2,1,2,3,2,2,2,2,5,4,2,2
776,2,3,4,2,2,1,2,2,4,2,4,4,4,3,4
777,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
778,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
779,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
780,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
781,1,1,1,2,1,1,1,1,2,1,3,4,4,3,2
782,2,1,2,1,1,2,2,2,2,2,2,5,5,3,3
783,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
784,1,1,1,2,1,1,3,2,2,2,1,4,4,3,2
785,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
786,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
787,6,6,6,6,6,6,6,96,6,6,6,96,96,4,3
788,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
789,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
790,2,2,2,3,2,1,1,4,2,2,1,3,4,1,2
791,3,2,3,4,3,2,1,4,2,3,3,5,5,2,2
792,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
793,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
794,2,1,2,2,2,2,1,2,2,2,2,5,5,5,2
795,6,6,6,6,6,6,6,96,6,6,6,96,96,5,2
796,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
797,2,3,2,2,2,1,1,1,2,2,2,5,5,4,3
798,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
799,6,6,6,6,6,6,6,96,6,6,6,96,96,4,2
800,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
801,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
802,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
803,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
804,2,2,4,1,2,2,2,2,4,3,1,4,3,2,4
805,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
806,2,2,2,2,2,6,2,2,2,2,3,5,5,2,3
807,3,3,3,3,2,3,2,4,4,4,2,3,3,3,4
808,2,2,2,2,2,2,2,1,4,2,3,3,3,3,2
809,2,1,1,1,1,1,1,2,1,2,1,5,5,4,2
810,3,2,2,3,3,2,2,2,4,2,1,5,4,2,3
811,2,1,2,2,2,2,2,2,4,2,3,3,4,3,2
812,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
813,1,2,3,3,2,3,2,3,8,1,3,5,5,3,2
814,1,2,3,2,2,2,2,2,3,2,2,4,4,3,3
815,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3
816,1,2,2,2,2,1,1,2,2,2,2,5,5,5,1
817,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
818,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
819,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
820,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
821,1,1,1,1,2,2,1,1,1,1,3,4,5,2,2
822,6,6,6,2,1,6,6,96,6,6,6,96,96,3,3
823,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
824,2,1,1,2,2,2,1,1,2,2,4,4,4,2,3
825,6,6,6,3,3,6,6,96,6,6,6,96,96,3,3
826,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
827,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
828,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
829,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
830,1,2,2,2,1,2,2,1,2,2,3,5,4,4,2
831,6,6,6,2,2,6,6,96,6,6,6,96,96,4,2
832,2,2,2,3,3,1,1,3,2,2,2,5,3,3,2
833,1,2,1,1,1,1,1,2,1,1,1,5,5,5,1
834,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
835,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
836,1,1,2,2,2,2,2,1,2,1,1,3,4,5,1
837,1,2,2,1,1,2,2,3,2,3,4,4,5,4,1
838,4,5,2,3,3,4,2,4,2,4,1,2,3,4,2
839,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
840,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
841,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
842,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
843,3,3,4,3,3,3,2,3,3,3,2,3,3,3,3
844,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
845,6,6,6,6,6,6,6,96,6,6,6,96,96,3,2
846,4,3,3,4,3,6,3,3,4,2,4,5,5,2,4
847,2,2,2,1,1,3,1,2,2,2,2,5,5,5,4
848,2,2,2,2,2,2,2,2,3,2,1,5,5,4,3
849,2,2,3,3,3,2,2,2,3,3,2,3,4,3,3
850,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
851,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
852,2,2,2,2,2,2,2,2,1,1,3,4,4,5,2
853,4,5,4,3,3,2,3,2,2,2,3,5,5,3,3
854,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
855,1,1,2,2,1,2,2,2,2,1,2,4,4,4,2
856,1,2,1,1,1,1,1,2,1,2,1,5,5,5,2
857,6,6,6,2,2,6,6,96,6,6,6,96,96,3,2
858,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
859,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
860,2,3,2,2,2,2,2,2,3,2,3,5,4,4,2
861,2,2,2,2,1,2,2,3,2,2,3,3,4,2,2
862,6,6,6,6,6,6,6,96,6,6,6,96,96,3,3
863,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
864,2,2,2,2,3,2,2,2,2,1,4,5,5,4,2
865,3,2,3,3,2,2,2,3,3,3,3,4,4,4,3
866,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
867,2,2,2,2,2,1,2,1,2,1,3,4,4,4,2
868,6,6,6,6,6,6,6,96,6,6,6,96,96,6,6
